Name,Address,Phone,Cuisines,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time,Take Out
Filaga Pizzeria e Rosticerria Siciliana,"75 9th Ave New York City, NY 10011-7006",+1 646-678-5382,Italian;Pizza;Fast Food,NaN,NaN,NaN,NaN,Yes
bobo,"181 W 10th St New York City, NY 10014-3130",+1 212-488-2626,French;Gluten Free Options,11:00 AM,12:00 AM,11:00 AM,12:00 AM,No
Sutton Inn,"347 E 54th St New York City, NY 10022-4963",+1 646-707-0769,American;Vegetarian Friendly,5:30 PM,9:30 PM,NaN,NaN,No
Vive La Crepe,"1146 Lexington Ave New York City, NY 10075-0307",NaN,NaN,NaN,NaN,NaN,NaN,No
Pardon My French,"103 Avenue B New York City, NY 10009-6279",+1 212-358-9683,French;European,NaN,NaN,NaN,NaN,No
Hale and Hearty Soups--Lexington Avenue,"849 Lexington Ave New York City, NY 10065-6637",+1 212-517-7600,Soups;American;International,NaN,NaN,NaN,NaN,Yes
Spicy Village,"68 Forsyth St Frnt B New York City, NY 10002-5142",+1 212-625-8299,Chinese;Asian,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
Judy’s Spanish Restaurant,"1505 Lexington Ave New York City, NY 10029-7135",+1 212-831-0193,Spanish,8:00 AM,10:30 PM,8:00 AM,10:30 PM,No
La Carafe,"653 9th Ave New York City, NY 10036-3632",+1 212-333-5300,French;Vegetarian Friendly,11:00 AM,2:00 AM,11:00 AM,2:00 AM,No
Gramercy Cafe,"184 3rd Ave New York City, NY 10003-2520",+1 212-982-2121,American;Cafe;Diner,12:00 AM,11:59 PM,12:00 AM,11:59 PM,Yes
Two E Bar & Lounge,"2 E 61st St New York City, NY 10065-8401",+1 212-940-8113,Bar,12:00 PM,12:00 AM,12:00 PM,12:00 AM,No
Moshe's Falafel,"46th & 6th Ave. New York City, NY",NaN,Fast Food;Middle Eastern;Kosher,7:00 PM,11:00 PM,1:00 PM,9:00 PM,No
Gyu-Kaku Japanese BBQ Dining,"34 Cooper Sq New York City, NY 10003-7110",+1 212-475-2989,Japanese;Barbecue;Asian,11:30 AM,12:00 AM,11:30 AM,10:00 PM,No
Cafe Cranberry,"115 W 45th St New York City, NY 10036-4005",+1 212-730-9495,American;Cafe;Fast Food,12:00 AM,11:59 PM,12:00 AM,11:59 PM,Yes
Fresh & Co,"1359 Broadway New York City, NY 10018-7102",+1 212-253-7374,American;Soups;Vegetarian Friendly,6:00 AM,9:00 PM,6:00 AM,9:00 PM,Yes
Barawine,"Lenox Ave & 120 St New York City, NY 10027",+1 646-452-8756,Wine Bar;American;Gluten Free Options,11:30 AM,12:00 AM,11:30 AM,10:00 PM,No
Pret A Manger,"342 7th Ave New York City, NY 10001-5005",+1 646-626-6477,Cafe;Fast Food;Vegetarian Friendly,6:00 AM,1:00 AM,6:00 AM,12:00 AM,Yes
Smiler's Gourmet Deli Mart,"850 7th Ave New York City, NY 10019-5230",+1 212-757-5871,NaN,NaN,NaN,NaN,NaN,No
Num Pang Sandwich Shop,"75 9th Ave New York City, NY 10011-7006",+1 212-390-8851,Fast Food,11:00 AM,9:00 PM,11:00 AM,8:00 PM,Yes
Great Jones Cafe,"54 Great Jones St New York City, NY 10012-1167",+1 212-674-9304,American;Bar;Cajun & Creole,11:30 AM,1:00 AM,11:30 AM,12:00 AM,Yes
94 Corner Cafe,"2518 Broadway New York City, NY 10025-6949",+1 212-280-1900,Cafe;American;Vegetarian Friendly,6:00 AM,11:00 PM,6:00 AM,11:00 PM,Yes
Buchetta,"201 W 103rd St New York City, NY 10025-4416",+1 212-531-8730,Italian;Pizza,NaN,NaN,NaN,NaN,Yes
Hell's Chicken,"641 10th Ave New York City, NY 10036-2909",+1 212-757-1120,Asian;Korean,12:00 PM,11:30 PM,12:00 PM,10:30 PM,Yes
Intermezzo,"202 8th Ave New York City, NY 10011-1624",+1 212-929-3433,Italian;Gluten Free Options,12:00 PM,12:00 AM,12:00 PM,11:00 PM,Yes
The Soho Grand Bar & Lounge,"310 W Broadway New York City, NY 10013-2225",+1 212-965-3588,Bar;American;Contemporary,6:00 PM,2:00 AM,6:00 PM,2:00 AM,No
Juice Generation,"644 9th Ave New York City, NY 10036-3626",+1 212-541-5600,Vegetarian Friendly;Vegan Options,7:00 AM,9:00 PM,8:00 AM,9:00 PM,Yes
Benvenuto's Tribeca Restaurant,"369 Greenwich St New York City, NY 10013-2801",+1 212-219-2373,American;Vegetarian Friendly,NaN,NaN,NaN,NaN,Yes
China Gourmet,"877 8th Ave New York City, NY 10019-5761",+1 212-246-8181,Chinese;Asian,11:30 AM,11:30 PM,12:30 PM,10:30 PM,No
Subway,"32 W 39th St New York City, NY 10018-3810",+1 212-719-4044,NaN,11:00 AM,7:00 PM,11:00 AM,7:00 PM,No
Ravagh Persian Grill,"11 E 30th St New York City, NY 10016-7027",+1 212-696-0300,Middle Eastern;Persian;Vegetarian Friendly,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
Inti,"820 10th Ave New York City, NY 10019-5070",+1 646-596-9216,Peruvian;Latin;Spanish,11:30 AM,11:00 PM,11:30 AM,10:00 PM,Yes
Nix,"72 University Pl New York City, NY 10003-4540",+1 212-498-9393,American;Vegetarian Friendly;Vegan Options,NaN,NaN,NaN,NaN,No
Bobby Van's Steakhouse - 50th Street,"135 W 50th St New York City, NY 10020-1201",+1 212-957-5050,American;Steakhouse;Grill,4:30 PM,11:00 PM,4:30 PM,11:00 PM,No
Pietro's,"232 E 43rd St New York City, NY 10017-4713",+1 212-682-9760,Italian;Gluten Free Options,5:30 PM,10:00 PM,NaN,NaN,No
Blossom Du Jour,"174 9th Ave New York City, NY 10011-4905",+1 212-229-2595,Fast Food;Vegetarian Friendly;Vegan Options,NaN,NaN,11:00 AM,9:00 PM,Yes
The Meatball Shop,"200 9th Ave New York City, NY 10011-4922",+1 212-257-4363,Italian;American;Vegetarian Friendly,11:30 AM,2:00 AM,11:30 AM,12:00 AM,Yes
Boucherie Park Avenue South,"225 Park Ave S New York City, NY 10003-1604",+1 212-353-0200,French,11:00 AM,12:00 AM,11:00 AM,12:00 AM,No
Polpette,"483 Amsterdam Ave New York City, NY 10024-4647",+1 212-858-0511,Italian,5:00 PM,11:00 PM,5:00 PM,11:00 PM,Yes
Fish Tag,"222 W 79th St New York City, NY 10024-6230",+1 212-362-7470,Seafood;Gluten Free Options,5:00 PM,11:00 PM,5:00 PM,10:00 PM,No
O'Reilly's Bar & Kitchen,"21 W 35th St New York City, NY 10001-2200",+1 212-502-5246,American;Irish;Bar,11:30 AM,4:00 AM,12:00 PM,12:00 AM,No
Tiella,"1109 1st Ave New York City, NY 10065-8723",+1 347-282-7209,Italian,5:30 PM,11:00 PM12:00 PM,NaN,NaN,No
B. Cafe West,"566 Amsterdam Ave New York City, NY 10024-2816",+1 212-873-0003,Belgian;Bar;European,5:00 PM,12:00 AM10:00 AM,5:00 PM,10:00 PM10:00 AM,Yes
Chipotle Mexican Grill,"235 W 56th St New York City, NY 10019-4307",+1 646-626-6520,Mexican;Fast Food,11:00 AM,10:00 PM,11:00 AM,10:00 PM,No
The Smith,"956 2nd Ave New York City, NY 10022-7805",+1 212-644-2700,Bar;American;Vegetarian Friendly,9:00 AM,1:00 AM,9:00 AM,12:00 AM,Yes
The Stagecoach Tavern,"834 7th Ave New York City, NY 10019-5811",+1 212-975-9044,American;Irish;Bar,9:00 AM,4:00 AM,9:00 AM,2:00 AM,Yes
Tutto Il Giorno,"114 Franklin St New York City, NY 10013-2987",+1 212-274-8100,Italian;Gluten Free Options,5:30 PM,11:00 PM,5:30 PM,11:00 PM,No
Korean Express,"807 Lexington Ave New York City, NY 10065-7646",+1 212-755-0123,Asian;Korean,11:00 AM,10:00 PM,11:00 AM,10:00 PM,Yes
Andanada,"141 W 69th St New York City, NY 10023-5150",+1 646-692-8762,Latin;Mediterranean;Spanish,5:00 PM,12:00 AM,5:00 PM,12:00 AM,No
Pier A,"22 Battery Pl New York City, NY 10004-1002",+1 212-785-0153,American;Vegetarian Friendly;Vegan Options,11:00 AM,4:00 AM,11:00 AM,12:00 AM,No
Chop't Creative Salad,"145 W 51st St New York City, NY 10019-6019",NaN,American;Vegetarian Friendly;Vegan Options,11:30 AM,5:00 PM,NaN,NaN,Yes
Ray's Pizza,"2345 Broadway New York City, NY 10024-3213",+1 212-362-8612,Italian;Pizza;Fast Food,NaN,NaN,NaN,NaN,Yes
Peasant,"194 Elizabeth St New York City, NY 10012-4255",+1 212-965-9511,Italian;Gluten Free Options,6:00 PM,11:30 PM,6:00 PM,10:30 PM,No
Ella Kitchen and Bar,"249 Columbus Ave New York City, NY 10023-3330",+1 212-579-9929,Spanish;Vegetarian Friendly;Vegan Options,9:00 AM,12:00 AM,9:00 AM,10:00 PM,No
Fresh & Co,"309 Madison Ave New York City, NY 10017-6208",+1 212-533-7374,Vegetarian Friendly;Vegan Options,NaN,NaN,NaN,NaN,Yes
Al's Delicatessen,"458 Fashion Ave New York City, NY 10123-2009",+1 212-594-5682,American;Delicatessen;Vegetarian Friendly,12:00 AM,11:59 PM,12:00 AM,11:59 PM,Yes
Cacio e Pepe,"182 2nd Ave New York City, NY 10003-5734",+1 212-505-5931,Italian;Vegetarian Friendly,5:00 PM,12:00 AM,5:00 PM,10:30 PM,No
Chez Jacqueline,"72 Macdougal St New York City, NY 10012-2505",+1 212-505-0727,French,NaN,NaN,NaN,NaN,No
Rosario's Pizzeria,"173 Orchard St New York City, NY 10002-1417",+1 212-777-9813,Italian;Pizza,11:00 AM,3:00 AM,11:00 AM,3:00 AM,Yes
P.J. Clarke's,"44 W 63rd St New York City, NY 10023-7029",+1 212-957-9700,Steakhouse;Brew Pub;Gluten Free Options,11:30 AM,3:00 AM,11:30 AM,3:00 AM,Yes
Piccolo Cafe,"313 Amsterdam Ave New York City, NY 10023-1707",+1 212-873-0962,Italian;Cafe;Vegetarian Friendly,9:00 AM,11:00 PM,9:00 AM,11:00 PM,Yes
Roti Modern Mediterranean,"100 Maiden Ln New York City, NY 10038-4818",+1 917-338-3884,Fast Food;Mediterranean;Middle Eastern,NaN,NaN,NaN,NaN,Yes
George's Restaurant,"89 Greenwich St New York City, NY 10006-2205",+1 212-269-8026,American;Diner;Vegetarian Friendly,6:00 AM,9:00 PM,NaN,NaN,Yes
Beyond Sushi,"75 9th Ave New York City, NY 10011-7006",+1 212-929-2889,Healthy;Fast Food;Sushi,10:30 AM,8:30 PM,10:30 AM,8:00 PM,Yes
Amali,"115 E 60th St New York City, NY 10022-1124",+1 212-339-8363,Mediterranean;Gluten Free Options;Vegetarian Friendly,12:00 PM,3:00 PM5:00 PM,12:00 PM,3:00 PM5:00 PM,No
H K Wonton Garden,"79 Mulberry St New York City, NY 10013-4495",+1 212-349-1495,Chinese;Asian;Soups,10:00 AM,1:00 AM,10:00 AM,1:00 AM,Yes
Maoz Vegetarian,"2047 Broadway New York City, NY 10023-3702",+1 212-362-2622,Fast Food;Middle Eastern;Israeli,11:00 AM,12:00 AM,11:00 AM,11:00 PM,Yes
Don Filippo Restaurant,"1133 Lexington Ave New York City, NY 10075-0487",+1 212-744-3610,Italian;Pizza;Vegetarian Friendly,11:00 AM,11:00 PM,10:00 AM,10:00 PM,Yes
Nanoosh,"173 Madison Ave New York City, NY 10016-5101",+1 212-447-4345,Mediterranean,NaN,NaN,NaN,NaN,No
House of Lasagna,"334 Lexington Ave New York City, NY 10016-0907",+1 212-883-9555,Italian;Vegetarian Friendly,5:00 PM,10:00 PM,5:00 PM,10:00 PM,Yes
The Wayfarer,"101 W 57th St New York City, NY 10019-2215",+1 212-691-0030,American;Sushi;Vegetarian Friendly,6:30 AM,11:00 PM,6:30 AM,11:00 PM,No
Wichcraft,"61 W 62nd St New York City, NY 10023-7015",+1 212-780-0577,Cafe;Soups,NaN,NaN,10:00 AM,6:00 PM,Yes
Grand Bo Ky Restaurant,"216 Grand St New York City, NY 10013-4224",+1 212-219-9228,Chinese,10:00 AM,10:00 PM,1:00 AM,10:00 PM,No
Tina's Cuban Cuisine,"179 Madison Ave New York City, NY 10016-5104",+1 212-679-3500,Latin;Cuban;Caribbean,NaN,NaN,NaN,NaN,Yes
Cipriani,"55 Wall St New York City, NY 10005-2805",+1 212-699-4099,Italian;Vegetarian Friendly;Vegan Options,NaN,NaN,NaN,NaN,No
McDonald's,"1651 Broadway New York City, NY 10019-6703",+1 212-586-5530,American;Fast Food,12:00 AM,11:59 PM,12:00 AM,11:59 PM,Yes
Banshee Pub,"1373 1st Ave New York City, NY 10021-3872",+1 212-717-8177,Pub,NaN,NaN,NaN,NaN,No
The Irish American Pub,"17 John St New York City, NY 10038-4010",+1 646-414-6223,American;Irish;Bar,10:00 AM,4:00 AM,10:00 AM,2:00 AM,Yes
Morso,"420 E 59th St New York City, NY 10022-2396",+1 212-759-2706,Italian;Vegetarian Friendly,12:00 PM,11:00 PM,11:30 AM,10:00 PM,No
CHO DANG GOL,"55 W 35th St New York City, NY 10001-2219",+1 212-695-8222,Asian;Korean;Vegetarian Friendly,11:30 AM,10:00 AM,11:30 AM,10:00 AM,Yes
Pret A Manger,"1410 Broadway New York City, NY 10018-5007",+1 646-572-0490,Fast Food;Soups;Cafe,8:30 AM,6:00 PM,9:00 AM,6:00 PM,Yes
Chelsea Thai,"75 9th Ave New York City, NY 10011-7006",+1 212-924-2999,Asian;Thai;Vegetarian Friendly,10:00 AM,9:30 PM,10:00 AM,8:00 PM,Yes
Parker and Quinn,"63 W 39th St New York City, NY 10018-3801",+1 212-729-0277,American;Bar;Vegetarian Friendly,7:00 AM,4:00 AM,7:00 AM,4:00 AM,Yes
Gigino Wagner Park,"20 Battery Pl New York City, NY 10004-1002",+1 212-528-2228,Italian;Vegetarian Friendly;Vegan Options,11:30 AM,10:00 PM,11:30 AM,10:00 PM,No
Shorty's,"576 9th Ave New York City, NY 10036-3733",+1 212-967-3055,American;Bar;Pub,11:00 AM,2:00 AM,11:00 AM,1:00 AM,Yes
Otto Enoteca & Pizzeria,"1 5th Ave New York City, NY 10003-4312",+1 212-995-9559,Italian;Pizza;Wine Bar,11:30 AM,12:00 AM,11:30 AM,12:00 AM,Yes
Morgan Cafe,"225 Madison Ave New York City, NY 10016-3405",+1 212-683-2130,Cafe;American,10:00 AM,6:00 PM,11:00 AM,6:00 PM,No
Bhatti Indian Grill,"100 Lexington Ave New York City, NY 10016-8975",+1 212-683-4229,Indian;Vegetarian Friendly;Vegan Options,12:00 PM,10:45 PM,NaN,NaN,Yes
Brooklyn Bowl,"61 Wythe Ave Brooklyn, NY 11249-1027",+1 718-963-3369,American;Bar,12:00 PM,4:00 AM,12:00 PM,12:00 AM,Yes
The Good Fork,"391 Van Brunt St Brooklyn, NY 11231-1558",+1 718-643-6636,American;International;Gluten Free Options,5:30 PM,10:30 PM10:00 AM,5:30 PM,10:30 PM10:00 AM,No
Olympic Flame Diner,"200 W 60th St New York City, NY 10023-8502",+1 212-581-5259,American;Diner;Vegetarian Friendly,5:00 AM,12:00 AM,5:00 AM,12:00 AM,Yes
Bareburger,"514 3rd Ave New York City, NY 10016-4700",+1 212-679-2273,American;Bar;Vegetarian Friendly,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
Blue Ruin Bar,"345 W 40th St New York City, NY 10018-1436",+1 646-684-3657,Pub;Bar,NaN,NaN,NaN,NaN,No
Raymi,"43 W 24th St New York City, NY 10010-3205",+1 212-929-1200,Peruvian;Latin;Gluten Free Options,5:00 PM,11:00 PM11:30 AM,11:30 AM,4:00 PM,Yes
Ulivo,"4 W 28th St New York City, NY 10001-6400",+1 212-684-8000,Italian;European;Vegetarian Friendly,11:30 AM,12:00 AM,11:30 AM,11:00 PM,Yes
Famous Original Ray's Pizza,"736 7th Ave New York City, NY 10019-6997",+1 212-956-7297,Italian;Pizza;Fast Food,9:00 AM,4:00 AM,9:00 AM,4:00 AM,Yes
El Aguila,"1634 Lexington Ave New York City, NY 10029-5366",+1 212-426-2221,Mexican;Latin;Fast Food,10:00 AM,12:00 AM,10:00 AM,12:00 AM,No
Beyond Sushi,"62 W 56th St New York City, NY 10019-3824",+1 646-964-5097,Sushi;Asian;Healthy,12:00 PM,9:30 PM,12:00 PM,9:30 PM,Yes
Dos Caminos,"1567 Broadway New York City, NY 10036-1517",+1 212-918-1330,Mexican;Latin;Vegetarian Friendly,7:00 AM,1:00 AM,7:00 AM,11:00 PM,Yes
Amada,"250 Vesey St New York City, NY 10281-1052",+1 212-542-8947,Spanish;Vegetarian Friendly;Vegan Options,7:30 AM,3:00 PM5:00 AM,7:30 AM,3:00 PM5:00 PM,Yes
Nare Sushi,"115 E 57th St New York City, NY 10022-2049",+1 646-666-0061,Japanese;Sushi;Asian,NaN,NaN,NaN,NaN,Yes
Angel's Share,"8 Stuyvesant St New York City, NY 10003-7501",+1 212-777-5415,NaN,6:00 PM,2:30 AM,6:00 PM,1:30 AM,No
Zucker's Bagels & Smoked Fish,"273 Columbus Ave New York City, NY 10023-2904",+1 212-874-2800,Cafe;Fast Food,6:00 AM,6:00 PM,6:00 AM,6:00 PM,No
Spiga,"200 W 84th St New York City, NY 10024-4609",+1 212-362-5506,Italian,5:30 PM,11:00 PM,5:30 PM,11:00 PM,No
Terri,"685 3rd Ave New York City, NY 10017-4024",+1 212-983-2200,Cafe;Healthy;Vegetarian Friendly,NaN,NaN,NaN,NaN,No
Dallas BBQ Times Square,"241 West 42 Street New York City, NY 10036-7201",+1 212-221-9000,American;Bar;Barbecue,11:00 AM,1:30 AM,11:00 AM,12:00 AM,Yes
Excellent Dumpling House,"111 Lafayette St New York City, NY 10013",+1 212-219-0212,Chinese;Asian;Vegetarian Friendly,11:00 AM,9:00 PM,11:00 AM,9:00 PM,Yes
The Roxy Lounge,"2 Avenue of the Americas New York City, NY 10013-2401",+1 212-519-6600,American;Bar;Pub,NaN,NaN,NaN,NaN,No
Don't Tell Mama,"343 W 46th St New York City, NY 10036-3810",+1 212-757-0788,American;Bar,11:30 AM,12:00 AM,11:30 AM,12:00 AM,No
Bobby Van's Steakhouse & Grill,"25 Broad St New York City, NY 10004-2517",+1 212-344-8463,American;Steakhouse;Gluten Free Options,5:00 PM,10:30 PM,NaN,NaN,Yes
Friend of a Farmer,"77 Irving Pl New York City, NY 10003-2203",+1 212-477-2188,American;Gluten Free Options;Vegetarian Friendly,8:00 AM,11:00 PM,8:00 AM,10:00 PM,Yes
No Fun Bar & Food,"161 Ludlow St New York City, NY 10002-1515",+1 212-477-1616,Bar;Pub;Mexican,5:00 PM,4:00 AM,5:00 PM,4:00 AM,Yes
Anchor Wine Bar,"3508 Broadway New York City, NY 10031-5621",+1 212-234-3084,Italian;Wine Bar,12:00 PM,12:00 AM,12:00 PM,10:30 PM,Yes
El Sabroso,"265 W 37th St New York City, NY 10018-5707",+1 212-284-1118,Latin;Spanish;South American,7:00 AM,5:00 PM,NaN,NaN,No
Bocca di Bacco,"828 9th Ave New York City, NY 10019-5587",+1 212-265-8828,Italian;Mediterranean;Vegetarian Friendly,11:00 AM,12:00 AM,11:00 AM,12:00 AM,Yes
Killarney Rose,"127 Pearl St New York City, NY 10005-2816",+1 212-422-1486,American;Bar;Pub,11:00 AM,2:00 AM,12:00 PM,8:00 PM,No
Rosarito Fish Shack,"168 Wythe Ave Brooklyn, NY 11249-3012",+1 718-388-8833,Seafood;Mexican,11:00 AM,1:00 AM,11:00 AM,11:59 PM,Yes
Scarr's Pizza,"22 Orchard St New York City, NY 10002-6109",+1 212-334-3481,NaN,NaN,NaN,NaN,NaN,No
Bleecker Street Bar,"56 Bleecker St New York City, NY 10012-2401",+1 212-334-0244,Bar;Pub,11:30 AM,4:00 AM,11:30 AM,4:00 AM,No
Luke's Lobster Midtown East,"207 E 43rd St New York City, NY 10017-4784",+1 646-657-0066,American;Seafood;Fast Food,11:00 AM,9:00 PM,11:00 AM,9:00 PM,Yes
Sea Fire Grill,"158 E 48th St New York City, NY 10017-1224",+1 212-935-3785,American;Seafood;Vegetarian Friendly,4:00 PM,10:45 PM,4:00 PM,10:45 PM,No
Udon West,"150 E 46th St New York City, NY 10017-2610",+1 212-922-9677,Japanese;Asian;Vegetarian Friendly,12:00 PM,3:45 AM,NaN,NaN,Yes
Pita Grill,"175 2nd Ave New York City, NY 10003-5786",+1 212-529-2820,Mediterranean;Greek,NaN,NaN,NaN,NaN,No
Snafu,"127 E 47th St New York City, NY 10017-2183",+1 212-317-9100,Pub,11:00 AM,4:00 AM,11:00 AM,4:00 AM,No
Zaika New York,"230 E 44th St New York City, NY 10017-4335",+1 212-697-9797,Indian,5:00 PM,11:00 PM12:00 PM,5:00 PM,10:30 PM12:00 PM,Yes
Paesano of Mulberry Street,"136 Mulberry St New York City, NY 10013-4910",+1 212-965-1188,Italian;Vegetarian Friendly;Vegan Options,11:30 AM,12:30 AM,11:30 AM,11:30 PM,Yes
The Three Monkeys,"236 W 54th St New York City, NY 10019-5502",+1 212-586-2080,American;Bar;Pub,11:00 AM,4:00 AM,11:00 AM,4:00 AM,Yes
Il Mulino Prime,"331 W Broadway New York City, NY 10013-2265",+1 212-226-0020,Italian,11:30 AM,12:00 AM,11:30 AM,11:00 PM,No
Shu Han Ju,"465 Avenue of the Americas New York City, NY 10011-8450",+1 212-428-8800,Chinese;Asian,11:30 AM,11:30 PM,11:30 AM,10:30 PM,Yes
Effy's Kitchen,"1567 Lexington Ave New York City, NY 10029-6217",+1 212-427-8900,Cafe;Vegan Options;Vegetarian Friendly,NaN,NaN,NaN,NaN,Yes
Speedy's Fresh Food Cafe,"1271 Broadway New York City, NY 10001-3508",+1 212-683-8997,American;Cafe;Vegetarian Friendly,6:00 AM,6:00 AM,6:00 AM,11:00 PM,Yes
Cafe on One,"79th Street & Central Park West New York City, NY 10024",+1 212-769-5100,NaN,NaN,NaN,NaN,NaN,No
Blake & Todd,"52 Vanderbilt Ave New York City, NY 10017-3808",+1 212-883-0010,American,6:30 AM,4:00 PM,NaN,NaN,Yes
Beer Garden,"17 State St New York City, NY 10004-1501",+1 212-809-5508,Bar;Pub,NaN,NaN,NaN,NaN,No
Harney & Sons Soho,"433 Broome St New York City, NY 10013-2622",+1 212-933-4853,NaN,10:00 AM,7:00 PM,11:00 AM,7:00 PM,No
Come Prima,"903 Madison Ave New York City, NY 10021-4150",+1 212-517-7700,Italian,NaN,NaN,NaN,NaN,No
Subway,"175 W 26th St New York City, NY 10001-6819",+1 212-255-7647,Fast Food,8:00 AM,8:00 PM,9:00 AM,8:00 PM,No
The Crooked Knife,"29 E 30th St New York City, NY 10016-7313",+1 212-696-2593,American;Bar;Pub,11:00 AM,11:30 PM,4:00 PM,11:00 PM,No
Simply Natural NYC,"482 W43rd St New York City, NY 10036",+1 212-563-6480,NaN,10:00 AM,6:00 PM,10:00 AM,6:00 PM,No
The Pig & Whistle,"48th Between 5th and 6th New York City, NY 10036",+1 212-819-0095,American;Irish;Bar,11:00 AM,12:00 AM,11:00 AM,10:00 PM,No
Amy Ruth's Home Style Southern Cuisine,"113 W 116th St New York City, NY 10026-2521",+1 212-280-8779,American;Vegetarian Friendly,8:30 AM,5:30 AM,8:30 AM,11:00 PM,Yes
Bluestone Lane,"2 E 90th St New York City, NY 10128-0603",+1 646-869-7812,Cafe;Australian;Vegetarian Friendly,7:30 AM,6:00 PM,7:30 AM,6:00 PM,Yes
Scalini Fedeli,"165 Duane St New York City, NY 10013-3332",+1 212-528-0400,Italian;Vegetarian Friendly;Gluten Free Options,5:30 PM,11:00 PM,5:00 PM,9:00 PM,No
Taiwan Pork Chop House,"3 Doyers St New York City, NY 10013-5116",+1 212-791-7007,Chinese;Asian;Taiwanese,10:30 AM,9:00 PM,10:30 AM,9:00 PM,No
Luke's Lobster- Upper East Side,"242 E 81st St New York City, NY 10028-2602",+1 212-249-4241,American;Seafood;Fast Food,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
Porter House,"10 Columbus Cir Ste 4 New York City, NY 10019-1210",+1 212-823-9500,American;Steakhouse;Grill,11:30 AM,11:00 PM,11:00 AM,10:00 PM,No
Speedy Romeo,"63 Clinton St New York City, NY 10002-2432",+1 212-529-6300,Pizza;American;Italian,NaN,NaN,NaN,NaN,Yes
Charlie Palmer at The Knick,"6 Times Square New York City, NY 10036",+1 212-204-4983,American;Vegetarian Friendly,7:00 AM,12:00 AM,7:00 AM,12:00 AM,No
Dziupla Restaurant,"194 Bedford Ave Brooklyn, NY 11249-3226",+1 718-388-6194,Polish;Eastern European;European,8:00 AM,2:00 AM,8:00 AM,11:00 PM,No
Joe Junior,"167 3rd Ave New York City, NY 10003-2522",+1 212-473-5150,American;Diner,NaN,NaN,NaN,NaN,Yes
Colonie,"127 Atlantic Ave Brooklyn, NY 11201-5546",+1 718-855-7500,American;Vegetarian Friendly;Gluten Free Options,11:00 AM,1:00 AM,11:00 AM,12:00 AM,No
Taz Cafe,"54 Pine St New York City, NY 10005-1508",+1 212-344-9100,Cafe,6:00 AM,10:00 PM,6:00 AM,10:00 PM,No
Barbetta,"321 W 46th St New York City, NY 10036-3810",+1 212-246-9171,Italian;Vegetarian Friendly;Gluten Free Options,12:00 PM,2:00 PM4:00 PM,NaN,NaN,No
Sardi's Restaurant,"234 W 44th St New York City, NY 10036-3909",+1 212-221-8440,Italian;American;International,11:30 AM,11:30 PM,12:00 PM,7:00 PM,No
Armani Ristorante,"717 5th Ave New York City, NY 10022-8101",+1 212-207-1902,Italian;Vegetarian Friendly,11:45 AM,10:00 PM,12:00 PM,3:00 PM,No
Yemen Cafe and Restaurant,"176 Atlantic Ave Brooklyn, NY 11201-5656",+1 718-834-9533,Middle Eastern;Vegetarian Friendly;Halal,12:00 PM,10:00 PM,12:00 PM,10:00 PM,Yes
Food Emporium,"810 8th Ave New York City, NY 10019-7410",+1 212-977-1710,American;Vegetarian Friendly;Vegan Options,7:00 AM,12:00 AM,7:00 AM,12:00 AM,Yes
Cavallo's Pizzeria,"324 7th Ave New York City, NY 10001-5007",+1 212-244-2012,Italian;Pizza,10:30 AM,10:45 PM,12:00 PM,11:45 PM,Yes
99 Miles to Philly,"94 3rd Ave New York City, NY 10003-5512",+1 212-253-2774,American,12:00 PM,2:00 AM,12:00 PM,12:00 AM,Yes
Cafe 53,"126 W 53rd St New York City, NY 10019-6006",+1 212-974-0623,American;Delicatessen;Cafe,NaN,NaN,NaN,NaN,No
Trump Tower Bar and Grill,"725 5th Ave. New York City, NY 10022-2519",212-715-7290,American;Bar,11:30 AM,4:00 PM,11:30 AM,4:00 PM,No
The Grey Dog,"242 W 16th St New York City, NY 10011-6110",+1 212-966-1060,American;Cafe;Vegetarian Friendly,7:30 AM,11:30 PM,7:30 AM,10:30 PM,Yes
Dovetail,"103 W 77th St New York City, NY 10024-6909",+1 212-362-3800,American;Fusion;Vegetarian Friendly,5:00 PM,11:00 PM,5:00 PM,10:00 PM,No
